id,method,dataset,training_strategy,training_num,batch_size,depths,dims,patch_size,lr,epoch,training_time,prediction_time,train_accuracy,val_accuracy,test_accuracy,kappa,test_class_1,test_class_2,test_class_3,test_class_4,test_class_5,test_class_6,test_class_7,test_class_8,test_class_9,test_class_10,test_class_11,test_class_12,test_class_13,test_class_14,test_class_15,test_class_16
2022-12-25_17-58-30,DS2_cvNet,Indian pines,Fixed,200,16,"[3, 3, 9, 3]","[64, 128, 256, 512]",9,0.0001,400,874.4891271591187,17.744849681854248,1.0,0.98,0.9521345407503234,0.9463962004629431,0.8837209302325582,0.8716119828815977,0.9864864864864864,0.8841201716738197,0.90084388185654,0.994413407821229,0.96,0.997867803837953,1.0,0.9035639412997905,0.987131589871316,0.929553264604811,0.900497512437811,0.984689766317486,0.9947229551451188,1.0
